测试套/软件包名,测试用例名,状态,日志文件,原因
,oe_test_service_iscsiuio,fail,./oe-rv2309/mugen-riscv_v2/logs/open-iscsi/oe_test_service_iscsiuio/2023-08-31-04_19_40.log,
,oe_test_socket_iscsid,fail,./oe-rv2309/mugen-riscv_v2/logs/open-iscsi/oe_test_socket_iscsid/2023-08-31-04_20_54.log,
,oe_test_socket_iscsiuio,fail,./oe-rv2309/mugen-riscv_v2/logs/open-iscsi/oe_test_socket_iscsiuio/2023-08-31-04_22_04.log,
rasdaemon,oe_test_service_ras-mc-ctl,fail,./oe-rv2309/mugen-riscv_v2/logs/rasdaemon/oe_test_service_ras-mc-ctl/2023-08-31-12_55_36.log,file missing/systemd unit restart failure/systemd unit runtime error/systemd unit enable failure
rtkit,oe_test_service_rtkit-daemon,fail,./oe-rv2309/mugen-riscv_v2/logs/rtkit/oe_test_service_rtkit-daemon/2023-08-31-14_24_52.log,
smartmontools,oe_test_service_smartd,fail,./oe-rv2309/mugen-riscv_v2/logs/smartmontools/oe_test_service_smartd/2023-08-31-14_24_54.log,
sysstat,oe_test_service_sysstat,fail,./oe-rv2309/mugen-riscv_v2/logs/sysstat/oe_test_service_sysstat/2023-08-31-11_59_31.log,
udisks2,oe_test_service_udisks2,fail,./oe-rv2309/mugen-riscv_v2/logs/udisks2/oe_test_service_udisks2/2023-08-31-14_31_15.log,
util-linux,oe_test_socket_uuidd,fail,./oe-rv2309/mugen-riscv_v2/logs/util-linux/oe_test_socket_uuidd/2023-08-31-12_37_46.log,
FS_FileSystem,oe_test_FSIO_check_fs_type,fail,./oe-rv2309/mugen-riscv_v2/logs/FS_FileSystem/oe_test_FSIO_check_fs_type/2023-09-01-15:37:11.log,
cloud-init,oe_test_service_cloud-final,fail,./oe-rv2309/mugen-riscv_v2/logs/cloud-init/oe_test_service_cloud-final/2023-09-01-22:55:51.log,
,oe_test_service_cloud-init-local,fail,./oe-rv2309/mugen-riscv_v2/logs/cloud-init/oe_test_service_cloud-init-local/2023-09-01-23:03:06.log,
,oe_test_target_cloud-config,fail,./oe-rv2309/mugen-riscv_v2/logs/cloud-init/oe_test_target_cloud-config/2023-09-01-23:01:56.log,
,oe_test_target_cloud-init,fail,./oe-rv2309/mugen-riscv_v2/logs/cloud-init/oe_test_target_cloud-init/2023-09-01-23:04:45.log,
initscripts,oe_test_service_network,fail,./oe-rv2309/mugen-riscv_v2/logs/initscripts/oe_test_service_network/2023-09-01-23:26:56.log,systemd unit restart failure/systemd unit runtime error
os-basic,oe_test_awk,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_awk/2023-09-01-12:18:18.log,
,oe_test_disk_tuned_set,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_disk_tuned_set/2023-09-01-11:42:55.log,file missing/timeout
,oe_test_envsubst,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_envsubst/2023-09-01-12:12:43.log,preinstall absent
,oe_test_ethtool,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_ethtool/2023-09-01-11:09:15.log,Broken testcase
,oe_test_expect,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_expect/2023-09-01-12:36:22.log,
,oe_test_hostnamectl,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_hostnamectl/2023-09-01-11:11:25.log,
,oe_test_kernel_kdump,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_kernel_kdump/2023-09-01-12:20:17.log,preinstall absent
,oe_test_net_IPVLAN,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_net_IPVLAN/2023-09-01-12:31:38.log,Broken testcase
,oe_test_net_VRF,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_net_VRF/2023-09-01-12:36:02.log,Broken testcase
,oe_test_net_cmd_ifconfig,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_net_cmd_ifconfig/2023-09-01-12:50:23.log,Broken testcase
,oe_test_net_cmd_scp,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_net_cmd_scp/2023-09-01-11:14:00.log,timeout
,oe_test_net_config,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_net_config/2023-09-01-13:00:46.log,timeout
,oe_test_net_ncat,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_net_ncat/2023-09-01-11:07:38.log,file missing/timeout
,oe_test_net_setmode,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_net_setmode/2023-09-01-12:49:51.log,Broken testcase
,oe_test_nmcli_8023link,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_nmcli_8023link/2023-09-01-11:14:11.log,Broken testcase
,oe_test_nmcli_Mgntconnect,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_nmcli_Mgntconnect/2023-09-01-11:05:14.log,Broken testcase
,oe_test_nmcli_add_connect,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_nmcli_add_connect/2023-09-01-13:30:49.log,Broken testcase
,oe_test_nmcli_bridge,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_nmcli_bridge/2023-09-01-12:45:49.log,Broken testcase
,oe_test_nmcli_con_reload,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_nmcli_con_reload/2023-09-01-12:52:18.log,Broken testcase
,oe_test_nmcli_config_gw,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_nmcli_config_gw/2023-09-01-11:07:24.log,Broken testcase
,oe_test_nmcli_device,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_nmcli_device/2023-09-01-11:04:59.log,Broken testcase
,oe_test_nmcli_macsec,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_nmcli_macsec/2023-09-01-11:10:11.log,Broken testcase
,oe_test_nmcli_route,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_nmcli_route/2023-09-01-12:38:29.log,Broken testcase
,oe_test_nmcli_vlan,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_nmcli_vlan/2023-09-01-11:05:29.log,Broken testcase
,oe_test_power_powertop_startup,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_power_powertop_startup/2023-09-01-11:12:06.log,
,oe_test_python3-kmod,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_python3-kmod/2023-09-01-13:31:19.log,file missing
,oe_test_server_httpd_port,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_server_httpd_port/2023-09-01-11:45:26.log,
,oe_test_server_openssh_key,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_server_openssh_key/2023-09-01-11:09:56.log,timeout
,oe_test_server_openssh_restart,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_server_openssh_restart/2023-09-01-12:31:53.log,
,oe_test_server_vsftpd_NKdelay,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_server_vsftpd_NKdelay/2023-09-01-11:14:37.log,file missing/timeout
,oe_test_server_vsftpd_transfer,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_server_vsftpd_transfer/2023-09-01-11:47:04.log,Broken testcase/preinstall absent/timeout
,oe_test_system_log_dmesg,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_system_log_dmesg/2023-09-01-11:10:42.log,
,oe_test_system_log_view,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_system_log_view/2023-09-01-12:36:35.log,preinstall absent
,oe_test_system_monitor_login,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_system_monitor_login/2023-09-01-12:08:20.log,preinstall absent/timeout
,oe_test_system_monitor_reboot,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_system_monitor_reboot/2023-09-01-11:08:18.log,preinstall absent/timeout
,oe_test_uname,fail,./oe-rv2309/mugen-riscv_v2/logs/os-basic/oe_test_uname/2023-09-01-12:13:04.log,None
NetworkManager,oe_test_service_NetworkManager-dispatcher,fail,./oe-rv2309/mugen-riscv_v2/logs/NetworkManager/oe_test_service_NetworkManager-dispatcher/2023-09-02-12_22_15.log,
,oe_test_service_NetworkManager-wait-online,fail,./oe-rv2309/mugen-riscv_v2/logs/NetworkManager/oe_test_service_NetworkManager-wait-online/2023-09-02-12_24_01.log,
,oe_test_service_NetworkManager,fail,./oe-rv2309/mugen-riscv_v2/logs/NetworkManager/oe_test_service_NetworkManager/2023-09-02-12_23_03.log,
chrony,oe_test_service_chrony-wait,fail,./oe-rv2309/mugen-riscv_v2/logs/chrony/oe_test_service_chrony-wait/2023-09-02-21_21_29.log,
,oe_test_service_chronyd,fail,./oe-rv2309/mugen-riscv_v2/logs/chrony/oe_test_service_chronyd/2023-09-02-21_20_39.log,
clevis,oe_test_install_clevis,fail,./oe-rv2309/mugen-riscv_v2/logs/clevis/oe_test_install_clevis/2023-09-02-13_11_06.log,file missing/timeout
cockpit,oe_test_service_cockpit-wsinstance-http,fail,./oe-rv2309/mugen-riscv_v2/logs/cockpit/oe_test_service_cockpit-wsinstance-http/2023-09-02-19_23_31.log,
,oe_test_service_cockpit,fail,./oe-rv2309/mugen-riscv_v2/logs/cockpit/oe_test_service_cockpit/2023-09-02-19_19_35.log,
,oe_test_socket_cockpit,fail,./oe-rv2309/mugen-riscv_v2/logs/cockpit/oe_test_socket_cockpit/2023-09-02-19_21_33.log,
cryptsetup,oe_test_encrypt_data,fail,./oe-rv2309/mugen-riscv_v2/logs/cryptsetup/oe_test_encrypt_data/2023-09-02-19_19_31.log,
,oe_test_luks_encrypted,fail,./oe-rv2309/mugen-riscv_v2/logs/cryptsetup/oe_test_luks_encrypted/2023-09-02-19_21_20.log,
,oe_test_use_luks,fail,./oe-rv2309/mugen-riscv_v2/logs/cryptsetup/oe_test_use_luks/2023-09-02-19_23_41.log,
dbxtool,oe_test_service_dbxtool,fail,./oe-rv2309/mugen-riscv_v2/logs/dbxtool/oe_test_service_dbxtool/2023-09-03-03_43_28.log,
dracut,oe_test_service_dracut-initramfs,fail,./oe-rv2309/mugen-riscv_v2/logs/dracut/oe_test_service_dracut-initramfs/2023-09-02-10_37_35.log,
freeradius,oe_test_freeradius_freeradius-utils_radclient2,fail,./oe-rv2309/mugen-riscv_v2/logs/freeradius/oe_test_freeradius_freeradius-utils_radclient2/2023-09-01-23_50_32.log,
,oe_test_freeradius_freeradius-utils_radlast,fail,./oe-rv2309/mugen-riscv_v2/logs/freeradius/oe_test_freeradius_freeradius-utils_radlast/2023-09-02-00_19_53.log,
,oe_test_freeradius_freeradius-utils_radlastAndRadsniff,fail,./oe-rv2309/mugen-riscv_v2/logs/freeradius/oe_test_freeradius_freeradius-utils_radlastAndRadsniff/2023-09-02-00_24_35.log,
,oe_test_freeradius_freeradius-utils_radsniff,fail,./oe-rv2309/mugen-riscv_v2/logs/freeradius/oe_test_freeradius_freeradius-utils_radsniff/2023-09-02-00_38_20.log,
,oe_test_freeradius_freeradius-utils_radsniff2,fail,./oe-rv2309/mugen-riscv_v2/logs/freeradius/oe_test_freeradius_freeradius-utils_radsniff2/2023-09-02-01_08_39.log,
,oe_test_freeradius_freeradius-utils_radtestAndRadwho,fail,./oe-rv2309/mugen-riscv_v2/logs/freeradius/oe_test_freeradius_freeradius-utils_radtestAndRadwho/2023-09-02-01_14_05.log,
,oe_test_freeradius_freeradius-utils_radwho,fail,./oe-rv2309/mugen-riscv_v2/logs/freeradius/oe_test_freeradius_freeradius-utils_radwho/2023-09-02-01_17_00.log,
,oe_test_freeradius_freeradius-utils_radzap,fail,./oe-rv2309/mugen-riscv_v2/logs/freeradius/oe_test_freeradius_freeradius-utils_radzap/2023-09-02-01_18_07.log,
,oe_test_freeradius_freeradius_raddebugAndCheckrad,fail,./oe-rv2309/mugen-riscv_v2/logs/freeradius/oe_test_freeradius_freeradius_raddebugAndCheckrad/2023-09-01-22_54_10.log,
,oe_test_service_radiusd,fail,./oe-rv2309/mugen-riscv_v2/logs/freeradius/oe_test_service_radiusd/2023-09-02-01_21_03.log,
gnome-shell,oe_test_gnome-shell,fail,./oe-rv2309/mugen-riscv_v2/logs/gnome-shell/oe_test_gnome-shell/2023-09-03-16_08_44.log,
iperf3,oe_test_iperf3_command_client,fail,./oe-rv2309/mugen-riscv_v2/logs/iperf3/oe_test_iperf3_command_client/2023-09-02-18_40_08.log,
ipvsadm,oe_test_ipvs_ADD_01,fail,./oe-rv2309/mugen-riscv_v2/logs/ipvsadm/oe_test_ipvs_ADD_01/2023-09-01-23_04_37.log,
,oe_test_ipvs_DEL_01,fail,./oe-rv2309/mugen-riscv_v2/logs/ipvsadm/oe_test_ipvs_DEL_01/2023-09-01-23_06_39.log,
,oe_test_ipvs_MOD_01,fail,./oe-rv2309/mugen-riscv_v2/logs/ipvsadm/oe_test_ipvs_MOD_01/2023-09-01-23_08_44.log,
,oe_test_ipvs_SAVE_01,fail,./oe-rv2309/mugen-riscv_v2/logs/ipvsadm/oe_test_ipvs_SAVE_01/2023-09-01-23_11_01.log,
,oe_test_ipvs_SCEN_DR_01,fail,./oe-rv2309/mugen-riscv_v2/logs/ipvsadm/oe_test_ipvs_SCEN_DR_01/2023-09-01-23_59_41.log,
,oe_test_ipvs_SCEN_DR_02,fail,./oe-rv2309/mugen-riscv_v2/logs/ipvsadm/oe_test_ipvs_SCEN_DR_02/2023-09-02-00_15_51.log,
,oe_test_ipvs_SCEN_DR_03,fail,./oe-rv2309/mugen-riscv_v2/logs/ipvsadm/oe_test_ipvs_SCEN_DR_03/2023-09-02-00_25_50.log,
,oe_test_ipvs_SCEN_DR_04,fail,./oe-rv2309/mugen-riscv_v2/logs/ipvsadm/oe_test_ipvs_SCEN_DR_04/2023-09-02-00_54_30.log,
,oe_test_ipvs_SCEN_DR_05,fail,./oe-rv2309/mugen-riscv_v2/logs/ipvsadm/oe_test_ipvs_SCEN_DR_05/2023-09-02-01_01_37.log,
,oe_test_ipvs_SCEN_DR_06,fail,./oe-rv2309/mugen-riscv_v2/logs/ipvsadm/oe_test_ipvs_SCEN_DR_06/2023-09-02-01_08_17.log,
,oe_test_ipvs_SCEN_DR_07,fail,./oe-rv2309/mugen-riscv_v2/logs/ipvsadm/oe_test_ipvs_SCEN_DR_07/2023-09-02-01_15_35.log,
,oe_test_ipvs_SCEN_off_httpd_01,fail,./oe-rv2309/mugen-riscv_v2/logs/ipvsadm/oe_test_ipvs_SCEN_off_httpd_01/2023-09-01-23_14_55.log,
,oe_test_ipvs_SCEN_on_firewalld_01,fail,./oe-rv2309/mugen-riscv_v2/logs/ipvsadm/oe_test_ipvs_SCEN_on_firewalld_01/2023-09-01-23_30_09.log,
kexec-tools,oe_test_service_kdump,fail,./oe-rv2309/mugen-riscv_v2/logs/kexec-tools/oe_test_service_kdump/2023-09-03-16_44_52.log,
libtiff,oe_test_libtiff,fail,./oe-rv2309/mugen-riscv_v2/logs/libtiff/oe_test_libtiff/2023-09-03-22_37_23.log,
lorax,oe_test_service_lorax-composer,fail,./oe-rv2309/mugen-riscv_v2/logs/lorax/oe_test_service_lorax-composer/2023-09-02-22_52_21.log,
,oe_test_socket_lorax-composer,fail,./oe-rv2309/mugen-riscv_v2/logs/lorax/oe_test_socket_lorax-composer/2023-09-02-23_22_33.log,
lxc,oe_test_lxc_autostart_cgroup,fail,./oe-rv2309/mugen-riscv_v2/logs/lxc/oe_test_lxc_autostart_cgroup/2023-09-02-00_02_20.log,
