测试套/软件包名,测试用例名,状态,与23RC1对比,日志文件,原因
,oe_test_service_glusterfsd,success,same,./oe-rv2309/mugen-riscv_rc5/logs/glusterfs/oe_test_service_glusterfsd/2023-10-10-19_56_38.log,None
gnome-shell,oe_test_gnome-shell,success,same,./oe-rv2309/mugen-riscv_rc5/logs/gnome-shell/oe_test_gnome-shell/2023-10-10-20_38_16.log,None
gpm,oe_test_service_gpm,success,same,./oe-rv2309/mugen-riscv_rc5/logs/gpm/oe_test_service_gpm/2023-10-11-12:45:12.log,None
graphviz,oe_test_graphviz,success,same,./oe-rv2309/mugen-riscv_rc5/logs/graphviz/oe_test_graphviz/2023-10-11-03:45:26.log,None
grub2,oe_test_service_grub-boot-indeterminate,success,same,./oe-rv2309/mugen-riscv_rc5/logs/grub2/oe_test_service_grub-boot-indeterminate/2023-10-10-20_31_31.log,None
,oe_test_service_grub2-systemd-integration,success,same,./oe-rv2309/mugen-riscv_rc5/logs/grub2/oe_test_service_grub2-systemd-integration/2023-10-10-20_31_41.log,None
gsl,oe_test_gsl_histogram_01,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/gsl/oe_test_gsl_histogram_01/2023-10-11-10:11:09.log,Failed option: gsl-histogram -u 
,oe_test_gsl_randlist_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/gsl/oe_test_gsl_randlist_01/2023-10-11-10:12:08.log,None
,oe_test_gsl_randlist_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/gsl/oe_test_gsl_randlist_02/2023-10-11-10:13:06.log,None
,oe_test_gsl_randlist_03,success,same,./oe-rv2309/mugen-riscv_rc5/logs/gsl/oe_test_gsl_randlist_03/2023-10-11-10:14:00.log,None
,oe_test_gsl_randlist_04,success,same,./oe-rv2309/mugen-riscv_rc5/logs/gsl/oe_test_gsl_randlist_04/2023-10-11-10:14:52.log,None
gssproxy,oe_test_service_gssproxy,success,same,./oe-rv2309/mugen-riscv_rc5/logs/gssproxy/oe_test_service_gssproxy/2023-10-11-02:44:23.log,None
haveged,oe_test_service_haveged,success,RC4fail,./oe-rv2309/mugen-riscv_rc5/logs/haveged/oe_test_service_haveged/2023-10-10-20_39_55.log,None
hdparm,oe_test_hdparm,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/hdparm/oe_test_hdparm/2023-10-11-12:46:08.log,
hostname,oe_test_service_nis-domainname,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/hostname/oe_test_service_nis-domainname/2023-10-11-02:47:07.log,
httpd,oe_test_service_htcacheclean,success,same,./oe-rv2309/mugen-riscv_rc5/logs/httpd/oe_test_service_htcacheclean/2023-10-11-00:37:49.log,None
,oe_test_service_httpd,success,same,./oe-rv2309/mugen-riscv_rc5/logs/httpd/oe_test_service_httpd/2023-10-11-00:40:03.log,None
,oe_test_service_httpd-init,success,same,./oe-rv2309/mugen-riscv_rc5/logs/httpd/oe_test_service_httpd-init/2023-10-11-00:39:14.log,None
,oe_test_socket_httpd,success,same,./oe-rv2309/mugen-riscv_rc5/logs/httpd/oe_test_socket_httpd/2023-10-11-00:41:21.log,None
iSulad,oe_test_iSulad_container,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/iSulad/oe_test_iSulad_container/2023-10-11-09:38:10.log,x86 fail
,oe_test_iSulad_container01,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/iSulad/oe_test_iSulad_container01/2023-10-11-09:42:06.log,x86 fail
,oe_test_iSulad_container02,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/iSulad/oe_test_iSulad_container02/2023-10-11-09:46:20.log,x86 fail
,oe_test_iSulad_container03,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/iSulad/oe_test_iSulad_container03/2023-10-11-09:50:54.log,x86 fail
,oe_test_iSulad_container04,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/iSulad/oe_test_iSulad_container04/2023-10-11-09:52:42.log,x86 fail
,oe_test_iSulad_resource_mapping,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/iSulad/oe_test_iSulad_resource_mapping/2023-10-11-09:34:30.log,x86 fail
,oe_test_iSulad_resource_restriction_cgroup,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/iSulad/oe_test_iSulad_resource_restriction_cgroup/2023-10-11-09:36:21.log,x86 fail
,oe_test_service_isulad,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/iSulad/oe_test_service_isulad/2023-10-11-09:32:26.log,x86 fail
initial-setup,oe_test_service_initial-setup-reconfiguration,success,same,./oe-rv2309/mugen-riscv_rc5/logs/initial-setup/oe_test_service_initial-setup-reconfiguration/2023-10-10-20_40_22.log,None
initscripts,oe_test_service_import-state,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/initscripts/oe_test_service_import-state/2023-10-11-15:53:25.log,x86 fail
,oe_test_service_netconsole,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/initscripts/oe_test_service_netconsole/2023-10-11-15:55:03.log,x86 fail
,oe_test_service_loadmodules,success,same,./oe-rv2309/mugen-riscv_rc5/logs/initscripts/oe_test_service_loadmodules/2023-10-11-15:56:15.log,None
,oe_test_service_network,success,same,./oe-rv2309/mugen-riscv_rc5/logs/initscripts/oe_test_service_network/2023-10-11-15:52:27.log,None
,oe_test_service_readonly-root,success,same,./oe-rv2309/mugen-riscv_rc5/logs/initscripts/oe_test_service_readonly-root/2023-10-11-15:53:54.log,None
intltool,oe_test_intltool_intltool-extract,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/intltool/oe_test_intltool_intltool-extract/2023-10-10-19_49_36.log,
,oe_test_intltool_intltool-merge_01,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/intltool/oe_test_intltool_intltool-merge_01/2023-10-10-19_46_33.log,
,oe_test_intltool_intltool-merge_02,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/intltool/oe_test_intltool_intltool-merge_02/2023-10-10-19_47_51.log,
,oe_test_intltool_intltool-prepare,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/intltool/oe_test_intltool_intltool-prepare/2023-10-10-19_51_00.log,
,oe_test_intltool_intltool-update,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/intltool/oe_test_intltool_intltool-update/2023-10-10-19_48_43.log,
,oe_test_intltool_intltoolize,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/intltool/oe_test_intltool_intltoolize/2023-10-10-19_51_59.log,
iperf3,oe_test_iperf3_command_client,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/iperf3/oe_test_iperf3_command_client/2023-10-10-20_03_44.log,x86 fail
,oe_test_iperf3_command_serverAndBase,success,RC4fail,./oe-rv2309/mugen-riscv_rc5/logs/iperf3/oe_test_iperf3_command_serverAndBase/2023-10-10-20_09_28.log,None
,oe_test_iperf3_client,success,same,./oe-rv2309/mugen-riscv_rc5/logs/iperf3/oe_test_iperf3_client/2023-10-10-20_11_08.log,None
,oe_test_iperf3_command_clientAndShared,success,same,./oe-rv2309/mugen-riscv_rc5/logs/iperf3/oe_test_iperf3_command_clientAndShared/2023-10-10-20_07_06.log,None
ipmitool,oe_test_service_bmc-snmp-proxy,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/ipmitool/oe_test_service_bmc-snmp-proxy/2023-10-11-01:01:34.log,x86 fail
,oe_test_service_exchange-bmc-os-info,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/ipmitool/oe_test_service_exchange-bmc-os-info/2023-10-11-01:03:03.log,x86 fail
,oe_test_service_ipmievd,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/ipmitool/oe_test_service_ipmievd/2023-10-11-01:04:15.log,x86 fail
iprutils,oe_test_service_iprdump,success,same,./oe-rv2309/mugen-riscv_rc5/logs/iprutils/oe_test_service_iprdump/2023-10-11-10:40:31.log,None
,oe_test_service_iprinit,success,same,./oe-rv2309/mugen-riscv_rc5/logs/iprutils/oe_test_service_iprinit/2023-10-11-10:41:09.log,None
,oe_test_service_iprupdate,success,same,./oe-rv2309/mugen-riscv_rc5/logs/iprutils/oe_test_service_iprupdate/2023-10-11-10:41:47.log,None
,oe_test_target_iprutils,success,same,./oe-rv2309/mugen-riscv_rc5/logs/iprutils/oe_test_target_iprutils/2023-10-11-10:42:23.log,None
ipset,oe_test_service_ipset,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/ipset/oe_test_service_ipset/2023-10-11-01:25:58.log,
,oe_test_ipset_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ipset/oe_test_ipset_01/2023-10-11-01:27:05.log,None
,oe_test_service_ipset_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ipset/oe_test_service_ipset_02/2023-10-11-01:26:36.log,None
iptables,oe_test_ip6tables-restore_01,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/iptables/oe_test_ip6tables-restore_01/2023-10-10-20_00_16.log,x86 fail
,oe_test_iptables-restore,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/iptables/oe_test_iptables-restore/2023-10-10-19_59_22.log,x86 fail
,oe_test_ip6tables-save,success,same,./oe-rv2309/mugen-riscv_rc5/logs/iptables/oe_test_ip6tables-save/2023-10-10-19_59_59.log,None
,oe_test_service_ip6tables,success,same,./oe-rv2309/mugen-riscv_rc5/logs/iptables/oe_test_service_ip6tables/2023-10-10-19_58_05.log,None
,oe_test_service_iptables,success,same,./oe-rv2309/mugen-riscv_rc5/logs/iptables/oe_test_service_iptables/2023-10-10-19_58_44.log,None
iputils,oe_test_iputils_ping6_01,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/iputils/oe_test_iputils_ping6_01/2023-10-11-11:01:25.log,
,oe_test_iputils_ping6_02,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/iputils/oe_test_iputils_ping6_02/2023-10-11-11:02:06.log,
,oe_test_iputils_ping6_03,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/iputils/oe_test_iputils_ping6_03/2023-10-11-11:03:04.log,
,oe_test_iputils_ping6_04,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/iputils/oe_test_iputils_ping6_04/2023-10-11-11:03:49.log,
,oe_test_iputils_ping_04,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/iputils/oe_test_iputils_ping_04/2023-10-11-11:00:41.log,
,oe_test_iputils_arping,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/iputils/oe_test_iputils_arping/2023-10-11-11:05:57.log,x86 fail
,oe_test_service_ninfod,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/iputils/oe_test_service_ninfod/2023-10-11-11:06:20.log,x86 fail
,oe_test_service_rdisc,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/iputils/oe_test_service_rdisc/2023-10-11-11:07:16.log,x86 fail
,oe_test_iputils_clockdiff,success,same,./oe-rv2309/mugen-riscv_rc5/logs/iputils/oe_test_iputils_clockdiff/2023-10-11-11:05:42.log,None
,oe_test_iputils_ifenslave_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/iputils/oe_test_iputils_ifenslave_01/2023-10-11-11:04:35.log,None
,oe_test_iputils_ping_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/iputils/oe_test_iputils_ping_01/2023-10-11-10:58:53.log,None
,oe_test_iputils_ping_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/iputils/oe_test_iputils_ping_02/2023-10-11-10:59:34.log,None
,oe_test_iputils_ping_03,success,same,./oe-rv2309/mugen-riscv_rc5/logs/iputils/oe_test_iputils_ping_03/2023-10-11-11:00:10.log,None
,oe_test_iputils_tracepath,success,same,./oe-rv2309/mugen-riscv_rc5/logs/iputils/oe_test_iputils_tracepath/2023-10-11-11:04:50.log,None
,oe_test_iputils_tracepath6,success,same,./oe-rv2309/mugen-riscv_rc5/logs/iputils/oe_test_iputils_tracepath6/2023-10-11-11:05:08.log,None
ipvsadm,oe_test_ipvs_SCEN_DR_05,success,RC4fail,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_ipvs_SCEN_DR_05/2023-10-10-19_07_38.log,None
,oe_test_ipvs_SCEN_DR_06,success,RC4fail,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_ipvs_SCEN_DR_06/2023-10-10-19_11_07.log,None
,oe_test_ipvs_SCEN_TUN_05,success,RC4fail,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_ipvs_SCEN_TUN_05/2023-10-10-19_39_45.log,None
,oe_test_ipvs_SCEN_TUN_06,success,RC4fail,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_ipvs_SCEN_TUN_06/2023-10-10-19_44_13.log,None
,oe_test_ipvs_ADD_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_ipvs_ADD_01/2023-10-10-18_39_05.log,None
,oe_test_ipvs_DEL_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_ipvs_DEL_01/2023-10-10-18_40_08.log,None
,oe_test_ipvs_MOD_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_ipvs_MOD_01/2023-10-10-18_41_07.log,None
,oe_test_ipvs_SAVE_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_ipvs_SAVE_01/2023-10-10-18_42_05.log,None
,oe_test_ipvs_SCEN_DR_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_ipvs_SCEN_DR_01/2023-10-10-18_52_39.log,None
,oe_test_ipvs_SCEN_DR_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_ipvs_SCEN_DR_02/2023-10-10-18_56_06.log,None
,oe_test_ipvs_SCEN_DR_03,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_ipvs_SCEN_DR_03/2023-10-10-18_59_38.log,None
,oe_test_ipvs_SCEN_DR_04,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_ipvs_SCEN_DR_04/2023-10-10-19_03_08.log,None
,oe_test_ipvs_SCEN_DR_07,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_ipvs_SCEN_DR_07/2023-10-10-19_14_41.log,None
,oe_test_ipvs_SCEN_DR_08,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_ipvs_SCEN_DR_08/2023-10-10-19_18_14.log,None
,oe_test_ipvs_SCEN_TUN_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_ipvs_SCEN_TUN_01/2023-10-10-19_21_41.log,None
,oe_test_ipvs_SCEN_TUN_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_ipvs_SCEN_TUN_02/2023-10-10-19_26_20.log,None
,oe_test_ipvs_SCEN_TUN_03,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_ipvs_SCEN_TUN_03/2023-10-10-19_30_48.log,None
,oe_test_ipvs_SCEN_TUN_04,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_ipvs_SCEN_TUN_04/2023-10-10-19_35_19.log,None
,oe_test_ipvs_SCEN_TUN_07,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_ipvs_SCEN_TUN_07/2023-10-10-19_48_45.log,None
,oe_test_ipvs_SCEN_TUN_08,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_ipvs_SCEN_TUN_08/2023-10-10-19_53_18.log,None
,oe_test_ipvs_SCEN_off_httpd_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_ipvs_SCEN_off_httpd_01/2023-10-10-18_44_17.log,None
,oe_test_ipvs_SCEN_on_firewalld_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_ipvs_SCEN_on_firewalld_01/2023-10-10-18_48_36.log,None
,oe_test_ipvs_WRONG_COMMAND_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_ipvs_WRONG_COMMAND_01/2023-10-10-19_58_01.log,None
,oe_test_service_ipvsadm,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ipvsadm/oe_test_service_ipvsadm/2023-10-10-19_59_09.log,None
irqbalance,oe_test_service_irqbalance,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/irqbalance/oe_test_service_irqbalance/2023-10-11-12:48:53.log,x86 fail
javapackages-tools,oe_test_build-classpath,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/javapackages-tools/oe_test_build-classpath/2023-10-11-09:50:58.log,
,oe_test_gradle-local,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/javapackages-tools/oe_test_gradle-local/2023-10-11-10:02:02.log,依赖包gradle不在baseOS中
,oe_test_binary_files_operation,success,same,./oe-rv2309/mugen-riscv_rc5/logs/javapackages-tools/oe_test_binary_files_operation/2023-10-11-09:47:08.log,None
,oe_test_build-jar-repository,success,same,./oe-rv2309/mugen-riscv_rc5/logs/javapackages-tools/oe_test_build-jar-repository/2023-10-11-09:55:10.log,None
,oe_test_find-shade-jar,success,same,./oe-rv2309/mugen-riscv_rc5/logs/javapackages-tools/oe_test_find-shade-jar/2023-10-11-09:57:50.log,None
keepalived,oe_test_service_keepalived,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/keepalived/oe_test_service_keepalived/2023-10-11-02:49:26.log,x86 fail
kernel,oe_test_nbd,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_nbd/2023-10-11-06:51:01.log,
,oe_test_bnx2fc,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_bnx2fc/2023-10-11-06:52:03.log,原因相同，mugen脚本未更新，检测文件名称不对
,oe_test_check_huge_task,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_check_huge_task/2023-10-11-06:49:38.log,原因相同，内核配置问题
,oe_test_cifs,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_cifs/2023-10-11-06:50:07.log,原因相同，确认是否移除模块时受其他模块影响而误判
,oe_test_cpu_rand,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_cpu_rand/2023-10-11-06:48:43.log,原因不同，两者内核均未开启测试所需选项，riscv的cpu不支持rand
,oe_test_fnic,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_fnic/2023-10-11-06:51:28.log,原因不同，mugen检测内核模块文件名未更新，且riscv中内核未编入fnic
,oe_test_hifc,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_hifc/2023-10-11-06:51:13.log,原因相同，mugen脚本未更新，检测文件名称不对
,oe_test_hinic,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_hinic/2023-10-11-06:48:12.log,mugen脚本未更新，检测文件名称不对
,oe_test_hpsa,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_hpsa/2023-10-11-06:51:52.log,原因相同，mugen脚本未更新，检测文件名称不对
,oe_test_io_sched,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_io_sched/2023-10-11-06:47:29.log,脚本问题，查询调度使用磁盘未固定磁盘/dev/sda，不适用于qemu使用的/dev/vda
,oe_test_kernel_cmd_01,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_kernel_cmd_01/2023-10-11-06:42:21.log,原因相同，qemu输出与grep预期不同
,oe_test_service_cpupower,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_service_cpupower/2023-10-11-06:46:29.log,需要真实硬件，不支持测试
,oe_test_swap_compress,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_swap_compress/2023-10-11-06:49:14.log,原因相同，lvm安装及配置问题
,oe_test_tcm_loop,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_tcm_loop/2023-10-11-06:52:24.log,x86 fail
,oe_test_wangxun,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_wangxun/2023-10-11-06:50:32.log,insmod: ERROR: could not insert module ngbe.ko: Unknown symbol in module
,oe_test_cache_rw,success,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_cache_rw/2023-10-11-06:47:43.log,None
,oe_test_hqlogic,success,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_hqlogic/2023-10-11-06:48:28.log,None
,oe_test_ipip,success,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_ipip/2023-10-11-06:47:18.log,None
,oe_test_kernel_cmd_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_kernel_cmd_02/2023-10-11-06:42:56.log,None
,oe_test_kernel_cmd_03,success,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_kernel_cmd_03/2023-10-11-06:44:14.log,None
,oe_test_libfc,success,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_libfc/2023-10-11-06:51:43.log,None
,oe_test_lpfc,success,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_lpfc/2023-10-11-06:49:26.log,None
,oe_test_qla2xxx,success,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_qla2xxx/2023-10-11-06:52:13.log,None
,oe_test_qxl,success,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_qxl/2023-10-11-06:48:55.log,None
,oe_test_snd_aloop,success,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_snd_aloop/2023-10-11-06:47:59.log,None
,oe_test_softdog,success,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_softdog/2023-10-11-06:49:58.log,None
,oe_test_swappiness,success,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_swappiness/2023-10-11-06:49:48.log,None
,oe_test_vlan_8021q,success,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_vlan_8021q/2023-10-11-06:50:52.log,None
,oe_test_vport-geneve,success,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_vport-geneve/2023-10-11-06:49:05.log,None
,oe_test_xfs,success,same,./oe-rv2309/mugen-riscv_rc5/logs/kernel/oe_test_xfs/2023-10-11-06:50:20.log,None
kexec-tools,oe_test_service_kdump,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/kexec-tools/oe_test_service_kdump/2023-10-10-20_40_23.log,x86 fail
keyutils,oe_test_keyutils-api,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/keyutils/oe_test_keyutils-api/2023-10-10-20_06_31.log,keyutils-libs-devel未安装
,oe_test_keyutils-keyctl,success,same,./oe-rv2309/mugen-riscv_rc5/logs/keyutils/oe_test_keyutils-keyctl/2023-10-10-20_08_35.log,None
,oe_test_keyutils-libs,success,same,./oe-rv2309/mugen-riscv_rc5/logs/keyutils/oe_test_keyutils-libs/2023-10-10-20_08_54.log,None
kmod,oe_test_depmod,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/kmod/oe_test_depmod/2023-10-10-23:59:17.log,
,oe_test_insmod-lsmod,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/kmod/oe_test_insmod-lsmod/2023-10-11-00:00:57.log,x86 fail
,oe_test_modinfo,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/kmod/oe_test_modinfo/2023-10-11-00:01:22.log,x86 fail
,oe_test_modprobe,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/kmod/oe_test_modprobe/2023-10-11-00:01:29.log,x86 fail
,oe_test_kmod,success,same,./oe-rv2309/mugen-riscv_rc5/logs/kmod/oe_test_kmod/2023-10-11-00:01:16.log,None
,oe_test_rmmod,success,same,./oe-rv2309/mugen-riscv_rc5/logs/kmod/oe_test_rmmod/2023-10-11-00:01:55.log,None
,oe_test_weak-modules,success,same,./oe-rv2309/mugen-riscv_rc5/logs/kmod/oe_test_weak-modules/2023-10-11-00:02:01.log,None
krb5,oe_test_service_kadmin,success,same,./oe-rv2309/mugen-riscv_rc5/logs/krb5/oe_test_service_kadmin/2023-10-10-20_12_35.log,None
,oe_test_service_kprop,success,same,./oe-rv2309/mugen-riscv_rc5/logs/krb5/oe_test_service_kprop/2023-10-10-20_14_39.log,None
,oe_test_service_krb5kdc,success,same,./oe-rv2309/mugen-riscv_rc5/logs/krb5/oe_test_service_krb5kdc/2023-10-10-20_16_05.log,None
libaec,oe_test_libaec_aec,success,same,./oe-rv2309/mugen-riscv_rc5/logs/libaec/oe_test_libaec_aec/2023-10-10-20_57_39.log,None
libappstream-glib,oe_test_libappstream-glib_appstream-builder_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/libappstream-glib/oe_test_libappstream-glib_appstream-builder_01/2023-10-10-23:50:50.log,None
,oe_test_libappstream-glib_appstream-builder_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/libappstream-glib/oe_test_libappstream-glib_appstream-builder_02/2023-10-10-23:51:58.log,None
,oe_test_libappstream-glib_appstream-compose,success,same,./oe-rv2309/mugen-riscv_rc5/logs/libappstream-glib/oe_test_libappstream-glib_appstream-compose/2023-10-10-23:52:46.log,None
,oe_test_libappstream-glib_appstream-util_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/libappstream-glib/oe_test_libappstream-glib_appstream-util_01/2023-10-10-23:53:35.log,None
,oe_test_libappstream-glib_appstream-util_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/libappstream-glib/oe_test_libappstream-glib_appstream-util_02/2023-10-10-23:54:22.log,None
,oe_test_libappstream-glib_appstream-util_03,success,same,./oe-rv2309/mugen-riscv_rc5/logs/libappstream-glib/oe_test_libappstream-glib_appstream-util_03/2023-10-10-23:55:09.log,None
,oe_test_libappstream-glib_appstream-util_04,success,same,./oe-rv2309/mugen-riscv_rc5/logs/libappstream-glib/oe_test_libappstream-glib_appstream-util_04/2023-10-10-23:55:58.log,None
,oe_test_libappstream-glib_appstream-util_05,success,same,./oe-rv2309/mugen-riscv_rc5/logs/libappstream-glib/oe_test_libappstream-glib_appstream-util_05/2023-10-10-23:56:45.log,None
libarchive,oe_test_libarchive_bsdcpio,success,same,./oe-rv2309/mugen-riscv_rc5/logs/libarchive/oe_test_libarchive_bsdcpio/2023-10-11-12:15:05.log,None
,oe_test_libarchive_bsdtar,success,same,./oe-rv2309/mugen-riscv_rc5/logs/libarchive/oe_test_libarchive_bsdtar/2023-10-11-12:14:13.log,None
libcanberra,oe_test_service_canberra-system-bootup,success,same,./oe-rv2309/mugen-riscv_rc5/logs/libcanberra/oe_test_service_canberra-system-bootup/2023-10-11-11:21:48.log,None
,oe_test_service_canberra-system-shutdown,success,same,./oe-rv2309/mugen-riscv_rc5/logs/libcanberra/oe_test_service_canberra-system-shutdown/2023-10-11-11:24:34.log,None
,oe_test_service_canberra-system-shutdown-reboot,success,same,./oe-rv2309/mugen-riscv_rc5/logs/libcanberra/oe_test_service_canberra-system-shutdown-reboot/2023-10-11-11:23:10.log,None
libcap,oe_test_acl_allow_change_nochange,success,same,./oe-rv2309/mugen-riscv_rc5/logs/libcap/oe_test_acl_allow_change_nochange/2023-10-10-19_09_19.log,None
,oe_test_acl_allow_change_ownership,success,same,./oe-rv2309/mugen-riscv_rc5/logs/libcap/oe_test_acl_allow_change_ownership/2023-10-10-19_09_05.log,None
,oe_test_acl_bind_port,success,same,./oe-rv2309/mugen-riscv_rc5/logs/libcap/oe_test_acl_bind_port/2023-10-10-19_10_14.log,None
