测试套/软件包名,测试用例名,状态,与23RC1对比,日志文件,原因
,oe_test_nfs_03,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_nfs_03/2023-10-11-09:26:35.log,None
,oe_test_nmap,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_nmap/2023-10-11-09:29:12.log,None
,oe_test_ntp_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_ntp_01/2023-10-11-09:30:34.log,None
,oe_test_ntp_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_ntp_02/2023-10-11-09:31:38.log,None
,oe_test_numactl,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_numactl/2023-10-11-07:35:13.log,None
,oe_test_od,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_od/2023-10-11-11:52:19.log,None
,oe_test_openssl,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_openssl/2023-10-11-07:36:12.log,None
,oe_test_os-prober_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_os-prober_01/2023-10-11-09:33:11.log,None
,oe_test_os-prober_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_os-prober_02/2023-10-11-09:34:27.log,None
,oe_test_pciutils,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_pciutils/2023-10-11-07:36:36.log,None
,oe_test_pcre_001,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_pcre_001/2023-10-11-09:26:59.log,None
,oe_test_perl,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_perl/2023-10-11-09:34:51.log,None
,oe_test_popt,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_popt/2023-10-11-11:35:50.log,None
,oe_test_procps-ng-sysctl,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_procps-ng-sysctl/2023-10-11-10:20:17.log,None
,oe_test_procps-ng-uptime,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_procps-ng-uptime/2023-10-11-10:20:07.log,None
,oe_test_pstree,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_pstree/2023-10-11-10:30:57.log,None
,oe_test_pwd_001,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_pwd_001/2023-10-11-07:37:57.log,None
,oe_test_pwd_002,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_pwd_002/2023-10-11-10:28:29.log,None
,oe_test_python_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_python_01/2023-10-11-09:35:02.log,None
,oe_test_python_pip_install,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_python_pip_install/2023-10-11-09:35:23.log,None
,oe_test_python_subprocess_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_python_subprocess_01/2023-10-11-09:39:14.log,None
,oe_test_python_subprocess_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_python_subprocess_02/2023-10-11-09:39:26.log,None
,oe_test_python_subprocess_03,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_python_subprocess_03/2023-10-11-09:39:37.log,None
,oe_test_python_urllib3_urlopen_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_python_urllib3_urlopen_01/2023-10-11-09:40:30.log,None
,oe_test_python_urllib3_urlopen_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_python_urllib3_urlopen_02/2023-10-11-09:41:54.log,None
,oe_test_python_urllib3_urlopen_03,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_python_urllib3_urlopen_03/2023-10-11-09:42:48.log,None
,oe_test_rm_001,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_rm_001/2023-10-11-07:50:10.log,None
,oe_test_rmdir_001,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_rmdir_001/2023-10-11-07:38:50.log,None
,oe_test_rollback,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_rollback/2023-10-11-07:53:08.log,None
,oe_test_route_ipv4,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_route_ipv4/2023-10-11-09:43:03.log,None
,oe_test_rpcbind,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_rpcbind/2023-10-11-09:43:56.log,None
,oe_test_rpm_cmd,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_rpm_cmd/2023-10-11-09:44:28.log,None
,oe_test_rsync,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_rsync/2023-10-11-07:39:00.log,None
,oe_test_rsyslog_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_rsyslog_01/2023-10-11-09:45:41.log,None
,oe_test_rsyslog_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_rsyslog_02/2023-10-11-09:46:10.log,None
,oe_test_rsyslog_04,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_rsyslog_04/2023-10-11-09:46:51.log,None
,oe_test_rsyslog_05,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_rsyslog_05/2023-10-11-09:47:28.log,None
,oe_test_rsyslog_06,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_rsyslog_06/2023-10-11-09:50:58.log,None
,oe_test_rsyslog_07,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_rsyslog_07/2023-10-11-09:51:26.log,None
,oe_test_rsyslog_08,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_rsyslog_08/2023-10-11-09:51:46.log,None
,oe_test_rsyslog_09,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_rsyslog_09/2023-10-11-09:52:08.log,None
,oe_test_rule_ipv6,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_rule_ipv6/2023-10-11-10:08:32.log,None
,oe_test_sadf_001,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_sadf_001/2023-10-11-10:29:43.log,None
,oe_test_sar_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_sar_01/2023-10-11-11:27:53.log,None
,oe_test_sed_001,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_sed_001/2023-10-11-11:34:54.log,None
,oe_test_service,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_service/2023-10-11-10:08:41.log,None
,oe_test_setools,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_setools/2023-10-11-10:09:02.log,None
,oe_test_sevice_001,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_sevice_001/2023-10-11-07:39:21.log,None
,oe_test_shadow,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_shadow/2023-10-11-10:10:05.log,None
,oe_test_source,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_source/2023-10-11-10:28:15.log,None
,oe_test_sshd,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_sshd/2023-10-11-10:10:22.log,None
,oe_test_stat,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_stat/2023-10-11-10:10:33.log,None
,oe_test_sudo,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_sudo/2023-10-11-10:12:47.log,None
,oe_test_sudo_E,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_sudo_E/2023-10-11-10:10:43.log,None
,oe_test_sudo_U,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_sudo_U/2023-10-11-10:15:21.log,None
,oe_test_sudo_maxseq,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_sudo_maxseq/2023-10-11-10:10:57.log,None
,oe_test_syslog_dmesg_001,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_syslog_dmesg_001/2023-10-11-07:46:59.log,None
,oe_test_syslog_journalctl_001,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_syslog_journalctl_001/2023-10-11-07:47:08.log,None
,oe_test_syslog_journalctl_002,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_syslog_journalctl_002/2023-10-11-07:47:18.log,None
,oe_test_syslog_journald_001,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_syslog_journald_001/2023-10-11-07:47:29.log,None
,oe_test_syslog_logrotate_001,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_syslog_logrotate_001/2023-10-11-07:47:40.log,None
,oe_test_systemd-update-utmp,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_systemd-update-utmp/2023-10-11-10:15:59.log,None
,oe_test_systemd_SCEN_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_systemd_SCEN_01/2023-10-11-10:23:02.log,None
,oe_test_systemd_SCEN_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_systemd_SCEN_02/2023-10-11-10:23:22.log,None
,oe_test_systemd_SCEN_03,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_systemd_SCEN_03/2023-10-11-10:23:44.log,None
,oe_test_systemd_SCEN_04,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_systemd_SCEN_04/2023-10-11-10:24:17.log,None
,oe_test_systemd_SCEN_05,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_systemd_SCEN_05/2023-10-11-10:24:33.log,None
,oe_test_systemd_SCEN_06,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_systemd_SCEN_06/2023-10-11-10:24:47.log,None
,oe_test_systemd_SCEN_07,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_systemd_SCEN_07/2023-10-11-10:25:07.log,None
,oe_test_systemd_SCEN_08,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_systemd_SCEN_08/2023-10-11-10:25:26.log,None
,oe_test_systemd_SCEN_09,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_systemd_SCEN_09/2023-10-11-10:25:49.log,None
,oe_test_systemd_SCEN_10,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_systemd_SCEN_10/2023-10-11-10:26:10.log,None
,oe_test_systemd_SCEN_11,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_systemd_SCEN_11/2023-10-11-10:26:33.log,None
,oe_test_systemd_SCEN_12,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_systemd_SCEN_12/2023-10-11-10:26:47.log,None
,oe_test_systemd_SCEN_13,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_systemd_SCEN_13/2023-10-11-10:27:09.log,None
,oe_test_systemd_SCEN_14,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_systemd_SCEN_14/2023-10-11-10:27:26.log,None
,oe_test_systemd_SCEN_15,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_systemd_SCEN_15/2023-10-11-10:27:43.log,None
,oe_test_systemd_journald,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_systemd_journald/2023-10-11-10:15:43.log,None
,oe_test_tar_001,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_tar_001/2023-10-11-07:47:50.log,None
,oe_test_tcpdump,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_tcpdump/2023-10-11-10:16:09.log,None
,oe_test_time_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_time_01/2023-10-11-10:20:52.log,None
,oe_test_time_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_time_02/2023-10-11-10:21:21.log,None
,oe_test_touch_001,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_touch_001/2023-10-11-07:48:08.log,None
,oe_test_tr,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_tr/2023-10-11-11:35:36.log,None
,oe_test_umask_001,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_umask_001/2023-10-11-07:49:19.log,None
,oe_test_umask_002,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_umask_002/2023-10-11-07:58:03.log,None
,oe_test_unalias_001,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_unalias_001/2023-10-11-10:20:28.log,None
,oe_test_uname,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_uname/2023-10-11-07:51:15.log,None
,oe_test_unset_001,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_unset_001/2023-10-11-10:31:28.log,None
,oe_test_user_001,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_user_001/2023-10-11-07:49:28.log,None
,oe_test_user_002,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_user_002/2023-10-11-07:49:43.log,None
,oe_test_user_003,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_user_003/2023-10-11-07:49:56.log,None
,oe_test_user_debug_iotop_03,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_user_debug_iotop_03/2023-10-11-11:33:18.log,None
,oe_test_user_debug_iotop_SCEN_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_user_debug_iotop_SCEN_01/2023-10-11-11:34:30.log,None
,oe_test_vmstat,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_vmstat/2023-10-11-10:31:08.log,None
,oe_test_wc,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_wc/2023-10-11-07:51:23.log,None
,oe_test_wget,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_wget/2023-10-11-10:21:48.log,None
,oe_test_which,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_which/2023-10-11-07:50:19.log,None
,oe_test_xz,success,same,./oe-rv2309/mugen-riscv_rc5/logs/smoke-basic-os/oe_test_xz/2023-10-11-11:35:09.log,None
spice-vdagent,oe_test_service_spice-vdagentd,success,same,./oe-rv2309/mugen-riscv_rc5/logs/spice-vdagent/oe_test_service_spice-vdagentd/2023-10-11-01:58:32.log,None
,oe_test_socket_spice-vdagentd,success,same,./oe-rv2309/mugen-riscv_rc5/logs/spice-vdagent/oe_test_socket_spice-vdagentd/2023-10-11-01:59:55.log,None
sqlite,oe_test_sqlite_alter_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sqlite/oe_test_sqlite_alter_01/2023-10-10-18_34_12.log,None
,oe_test_sqlite_command_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sqlite/oe_test_sqlite_command_01/2023-10-10-18_34_32.log,None
,oe_test_sqlite_command_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sqlite/oe_test_sqlite_command_02/2023-10-10-18_35_06.log,None
,oe_test_sqlite_command_03,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sqlite/oe_test_sqlite_command_03/2023-10-10-18_35_26.log,None
,oe_test_sqlite_command_04,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sqlite/oe_test_sqlite_command_04/2023-10-10-18_35_36.log,None
,oe_test_sqlite_command_05,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sqlite/oe_test_sqlite_command_05/2023-10-10-18_35_46.log,None
,oe_test_sqlite_command_06,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sqlite/oe_test_sqlite_command_06/2023-10-10-18_35_56.log,None
,oe_test_sqlite_command_07,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sqlite/oe_test_sqlite_command_07/2023-10-10-18_36_14.log,None
,oe_test_sqlite_command_08,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sqlite/oe_test_sqlite_command_08/2023-10-10-18_36_23.log,None
,oe_test_sqlite_create_06,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sqlite/oe_test_sqlite_create_06/2023-10-10-18_37_38.log,None
,oe_test_sqlite_delete_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sqlite/oe_test_sqlite_delete_01/2023-10-10-18_36_32.log,None
,oe_test_sqlite_function_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sqlite/oe_test_sqlite_function_01/2023-10-10-18_36_41.log,None
,oe_test_sqlite_function_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sqlite/oe_test_sqlite_function_02/2023-10-10-18_36_50.log,None
,oe_test_sqlite_function_03,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sqlite/oe_test_sqlite_function_03/2023-10-10-18_37_00.log,None
,oe_test_sqlite_function_04,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sqlite/oe_test_sqlite_function_04/2023-10-10-18_37_10.log,None
,oe_test_sqlite_select_05,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sqlite/oe_test_sqlite_select_05/2023-10-10-18_37_29.log,None
,oe_test_sqlite_update_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sqlite/oe_test_sqlite_update_01/2023-10-10-18_37_20.log,None
squid,oe_test_service_squid,success,same,./oe-rv2309/mugen-riscv_rc5/logs/squid/oe_test_service_squid/2023-10-10-20_51_27.log,None
sssd,oe_test_service_sssd,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/sssd/oe_test_service_sssd/2023-10-11-08:00:56.log,x86 fail
,oe_test_service_sssd-ifp,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/sssd/oe_test_service_sssd-ifp/2023-10-11-07:58:37.log,x86 fail
,oe_test_socket_sssd-autofs,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/sssd/oe_test_socket_sssd-autofs/2023-10-11-08:02:26.log,x86 fail
,oe_test_socket_sssd-pac,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/sssd/oe_test_socket_sssd-pac/2023-10-11-08:04:19.log,x86 fail
,oe_test_socket_sssd-pam,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/sssd/oe_test_socket_sssd-pam/2023-10-11-08:05:28.log,x86 fail
,oe_test_socket_sssd-ssh,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/sssd/oe_test_socket_sssd-ssh/2023-10-11-08:06:19.log,x86 fail
,oe_test_socket_sssd-sudo,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/sssd/oe_test_socket_sssd-sudo/2023-10-11-08:07:12.log,x86 fail
,oe_test_service_sssd-autofs,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sssd/oe_test_service_sssd-autofs/2023-10-11-07:58:16.log,None
,oe_test_service_sssd-kcm,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sssd/oe_test_service_sssd-kcm/2023-10-11-07:59:23.log,None
,oe_test_service_sssd-nss,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sssd/oe_test_service_sssd-nss/2023-10-11-08:00:01.log,None
,oe_test_service_sssd-pac,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sssd/oe_test_service_sssd-pac/2023-10-11-08:00:19.log,None
,oe_test_service_sssd-pam,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sssd/oe_test_service_sssd-pam/2023-10-11-08:00:38.log,None
,oe_test_service_sssd-ssh,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sssd/oe_test_service_sssd-ssh/2023-10-11-08:01:46.log,None
,oe_test_service_sssd-sudo,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sssd/oe_test_service_sssd-sudo/2023-10-11-08:02:06.log,None
,oe_test_socket_sssd-kcm,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sssd/oe_test_socket_sssd-kcm/2023-10-11-08:03:18.log,None
,oe_test_socket_sssd-nss,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sssd/oe_test_socket_sssd-nss/2023-10-11-08:04:00.log,None
,oe_test_socket_sssd-pam-priv,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sssd/oe_test_socket_sssd-pam-priv/2023-10-11-08:05:10.log,None
strongswan,oe_test_service_strongswan,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/strongswan/oe_test_service_strongswan/2023-10-10-19_07_52.log,x86 fail
,oe_test_service_strongswan-swanctl,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/strongswan/oe_test_service_strongswan-swanctl/2023-10-10-19_10_57.log,x86 fail
,oe_test_service_strongswan_01,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/strongswan/oe_test_service_strongswan_01/2023-10-10-19_13_59.log,x86 fail
,oe_test_service_strongswan_03,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/strongswan/oe_test_service_strongswan_03/2023-10-10-19_25_07.log,x86 fail
,oe_test_service_strongswan-starter,success,RC4fail,./oe-rv2309/mugen-riscv_rc5/logs/strongswan/oe_test_service_strongswan-starter/2023-10-10-19_54_20.log,None
,oe_test_service_charon-cmd_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/strongswan/oe_test_service_charon-cmd_01/2023-10-10-19_43_37.log,None
,oe_test_service_charon-cmd_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/strongswan/oe_test_service_charon-cmd_02/2023-10-10-19_48_49.log,None
,oe_test_service_charon-systemd,success,same,./oe-rv2309/mugen-riscv_rc5/logs/strongswan/oe_test_service_charon-systemd/2023-10-10-19_30_21.log,None
,oe_test_service_strongswan_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/strongswan/oe_test_service_strongswan_02/2023-10-10-19_19_35.log,None
,oe_test_service_swanctl_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/strongswan/oe_test_service_swanctl_01/2023-10-10-19_32_54.log,None
,oe_test_service_swanctl_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/strongswan/oe_test_service_swanctl_02/2023-10-10-19_38_11.log,None
sudo,oe_test_sudo_cvtsudoers,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sudo/oe_test_sudo_cvtsudoers/2023-10-11-13:08:39.log,None
switcheroo-control,oe_test_service_switcheroo-control,success,same,./oe-rv2309/mugen-riscv_rc5/logs/switcheroo-control/oe_test_service_switcheroo-control/2023-10-11-03:32:29.log,None
sysprof,oe_test_service_sysprof2,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sysprof/oe_test_service_sysprof2/2023-10-10-20_29_25.log,None
,oe_test_service_sysprof3,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sysprof/oe_test_service_sysprof3/2023-10-10-20_31_59.log,None
sysstat,oe_test_service_sysstat,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/sysstat/oe_test_service_sysstat/2023-10-11-00:57:17.log,x86 fail
,oe_test_service_sysstat-collect,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sysstat/oe_test_service_sysstat-collect/2023-10-11-00:56:21.log,None
,oe_test_service_sysstat-summary,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sysstat/oe_test_service_sysstat-summary/2023-10-11-00:58:26.log,None
,oe_test_sysstat_iostat,success,same,./oe-rv2309/mugen-riscv_rc5/logs/sysstat/oe_test_sysstat_iostat/2023-10-11-00:59:07.log,None
systemd,oe_test_service_dbus-org.freedesktop.import1,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/systemd/oe_test_service_dbus-org.freedesktop.import1/2023-10-12-08_29_12.log,Unit dbus-org.freedesktop.import1.service not found.
,oe_test_service_dbus-org.freedesktop.login1,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/systemd/oe_test_service_dbus-org.freedesktop.login1/2023-10-12-08_31_14.log, Job type reload is not applicable for unit dbus-org.freedesktop.login1.service
,oe_test_service_dbus-org.freedesktop.portable1,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/systemd/oe_test_service_dbus-org.freedesktop.portable1/2023-10-12-08_33_06.log,Unit dbus-org.freedesktop.portable1.service not found.
,oe_test_service_initrd-switch-root,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/systemd/oe_test_service_initrd-switch-root/2023-10-12-08_35_29.log,Assertion failed for Switch Root.
,oe_test_service_quotaon,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/systemd/oe_test_service_quotaon/2023-10-12-08_36_41.log,Unit quotaon.service not found.
,oe_test_service_systemd-boot-check-no-failures,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/systemd/oe_test_service_systemd-boot-check-no-failures/2023-10-12-08_39_24.log,x86 fail
,oe_test_service_systemd-fsck-root,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/systemd/oe_test_service_systemd-fsck-root/2023-10-12-08_42_09.log,systemd status与预期情况不符
,oe_test_service_systemd-importd,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/systemd/oe_test_service_systemd-importd/2023-10-12-08_43_47.log,Unit systemd-importd.service not found.
,oe_test_service_systemd-initctl,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/systemd/oe_test_service_systemd-initctl/2023-10-12-08_45_44.log,systemd restart返回0但启动失败
,oe_test_service_systemd-journal-gatewayd,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/systemd/oe_test_service_systemd-journal-gatewayd/2023-10-12-08_47_34.log,源中无systemd-journal-remote
,oe_test_service_systemd-journal-remote,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/systemd/oe_test_service_systemd-journal-remote/2023-10-12-08_48_28.log,systemd-journal-remote
,oe_test_service_systemd-journal-upload,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/systemd/oe_test_service_systemd-journal-upload/2023-10-12-08_49_26.log,systemd-journal-remote
,oe_test_service_systemd-logind,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/systemd/oe_test_service_systemd-logind/2023-10-12-08_51_00.log,Job type reload is not applicable for unit systemd-logind.service'
,oe_test_service_systemd-network-generator,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/systemd/oe_test_service_systemd-network-generator/2023-10-12-08_53_56.log,systemd状态异常，且enable后无对应文件
,oe_test_service_systemd-networkd,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/systemd/oe_test_service_systemd-networkd/2023-10-12-08_52_52.log,Unit systemd-networkd.service not found.
