测试套/软件包名,测试用例名,状态,日志文件,原因
,oe_test_rsyslog_reliability_restart,fail,./oe-rv2309/mugen-riscv/logs/rsyslog/oe_test_rsyslog_reliability_restart/2023-08-08-02_28_55.log,
,oe_test_service_rsyslog,fail,./oe-rv2309/mugen-riscv/logs/rsyslog/oe_test_service_rsyslog/2023-08-08-02_32_23.log,
ruby,oe_test_rake_02,fail,./oe-rv2309/mugen-riscv/logs/ruby/oe_test_rake_02/2023-08-08-11_25_08.log,"perl-libwww-perl 安装失败 package perl-libwww-perl-6.67-1.oe2309.noarch requires perl >= 6, but none of the providers can be installed"
samba,oe_test_service_ctdb,fail,./oe-rv2309/mugen-riscv/logs/samba/oe_test_service_ctdb/2023-08-08-13_45_48.log,未知原因 ctdb.service: Failed to parse PID from file /run/ctdb/ctdbd.pid: Invalid argument
smoke-basic-os,oe_test_aide_init_database,fail,./oe-rv2309/mugen-riscv/logs/smoke-basic-os/oe_test_aide_init_database/2023-08-08-13_29_13.log,新版aide命令输出发生变化
,oe_test_cmp,fail,./oe-rv2309/mugen-riscv/logs/smoke-basic-os/oe_test_cmp/2023-08-08-10_59_36.log,重新测试通过
,oe_test_ip6tables_02,fail,./oe-rv2309/mugen-riscv/logs/smoke-basic-os/oe_test_ip6tables_02/2023-08-08-11_53_37.log,没有预装iptables
,oe_test_iptables,fail,./oe-rv2309/mugen-riscv/logs/smoke-basic-os/oe_test_iptables/2023-08-08-11_55_20.log,没有预装iptables
,oe_test_ipv6_dnsmasq,fail,./oe-rv2309/mugen-riscv/logs/smoke-basic-os/oe_test_ipv6_dnsmasq/2023-08-08-11_56_27.log,2309中找不到bind-utils软件包
,oe_test_llvm,fail,./oe-rv2309/mugen-riscv/logs/smoke-basic-os/oe_test_llvm/2023-08-08-11_00_18.log,clang调用ld报错
,oe_test_log_001,fail,./oe-rv2309/mugen-riscv/logs/smoke-basic-os/oe_test_log_001/2023-08-08-10_35_48.log,没有/var/log/messages目录
,oe_test_os-prober_01,fail,./oe-rv2309/mugen-riscv/logs/smoke-basic-os/oe_test_os-prober_01/2023-08-08-12_17_56.log,没有预装os-prober
,oe_test_os-prober_02,fail,./oe-rv2309/mugen-riscv/logs/smoke-basic-os/oe_test_os-prober_02/2023-08-08-12_18_04.log,没有预装os-prober
,oe_test_rpm_cmd,fail,./oe-rv2309/mugen-riscv/logs/smoke-basic-os/oe_test_rpm_cmd/2023-08-08-12_26_28.log,命令yum download报错
,oe_test_rsyslog_01,fail,./oe-rv2309/mugen-riscv/logs/smoke-basic-os/oe_test_rsyslog_01/2023-08-08-12_27_34.log,没有预装rsyslog
,oe_test_rsyslog_02,fail,./oe-rv2309/mugen-riscv/logs/smoke-basic-os/oe_test_rsyslog_02/2023-08-08-12_27_56.log,没有预装rsyslog
,oe_test_rsyslog_04,fail,./oe-rv2309/mugen-riscv/logs/smoke-basic-os/oe_test_rsyslog_04/2023-08-08-12_28_17.log,没有预装rsyslog
,oe_test_rsyslog_05,fail,./oe-rv2309/mugen-riscv/logs/smoke-basic-os/oe_test_rsyslog_05/2023-08-08-12_28_46.log,没有预装rsyslog
,oe_test_rsyslog_06,fail,./oe-rv2309/mugen-riscv/logs/smoke-basic-os/oe_test_rsyslog_06/2023-08-08-12_32_38.log,没有预装rsyslog
,oe_test_rsyslog_07,fail,./oe-rv2309/mugen-riscv/logs/smoke-basic-os/oe_test_rsyslog_07/2023-08-08-12_32_56.log,没有预装rsyslog
,oe_test_rsyslog_08,fail,./oe-rv2309/mugen-riscv/logs/smoke-basic-os/oe_test_rsyslog_08/2023-08-08-12_33_07.log,没有预装rsyslog
,oe_test_rsyslog_09,fail,./oe-rv2309/mugen-riscv/logs/smoke-basic-os/oe_test_rsyslog_09/2023-08-08-12_33_47.log,没有预装rsyslog
,oe_test_rsyslog_10,fail,./oe-rv2309/mugen-riscv/logs/smoke-basic-os/oe_test_rsyslog_10/2023-08-08-12_34_36.log,date命令输出发生变化
,oe_test_sort,fail,./oe-rv2309/mugen-riscv/logs/smoke-basic-os/oe_test_sort/2023-08-08-10_47_30.log,新版sort默认不忽略空行
,oe_test_user_debug_iotop_SCEN_01,fail,./oe-rv2309/mugen-riscv/logs/smoke-basic-os/oe_test_user_debug_iotop_SCEN_01/2023-08-08-13_57_16.log,iotop -b -n 1 -d 10命令未能正确显示PRIO（显示为?sys）
systemd,oe_test_service_dbus-org.freedesktop.locale1,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_dbus-org.freedesktop.locale1/2023-08-08-00_06_16.log,
,oe_test_service_dbus-org.freedesktop.login1,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_dbus-org.freedesktop.login1/2023-08-08-00_06_50.log,
,oe_test_service_dbus-org.freedesktop.machine1,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_dbus-org.freedesktop.machine1/2023-08-08-00_07_23.log,
,oe_test_service_dbus-org.freedesktop.timedate1,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_dbus-org.freedesktop.timedate1/2023-08-08-00_08_39.log,
,oe_test_service_debug-shell,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_debug-shell/2023-08-08-00_09_13.log,
,oe_test_service_hwclock-save,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_hwclock-save/2023-08-08-00_09_47.log,
,oe_test_service_kmod-static-nodes,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_kmod-static-nodes/2023-08-08-00_10_58.log,
,oe_test_service_ldconfig,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_ldconfig/2023-08-08-00_11_31.log,
,oe_test_service_rc-local,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_rc-local/2023-08-08-00_13_07.log,
,oe_test_service_rescue,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_rescue/2023-08-08-00_13_42.log,
,oe_test_service_system-update-cleanup,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_system-update-cleanup/2023-08-08-00_39_51.log,
,oe_test_service_systemd-ask-password-console,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-ask-password-console/2023-08-08-00_14_16.log,
,oe_test_service_systemd-hostnamed,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-hostnamed/2023-08-08-00_17_42.log,
,oe_test_service_systemd-hwdb-update,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-hwdb-update/2023-08-08-00_18_15.log,
,oe_test_service_systemd-journal-catalog-update,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-journal-catalog-update/2023-08-08-00_20_15.log,
,oe_test_service_systemd-journal-flush,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-journal-flush/2023-08-08-00_21_26.log,
,oe_test_service_systemd-journald,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-journald/2023-08-08-00_20_50.log,
,oe_test_service_systemd-localed,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-localed/2023-08-08-00_24_53.log,
,oe_test_service_systemd-logind,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-logind/2023-08-08-00_25_27.log,
,oe_test_service_systemd-machined,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-machined/2023-08-08-00_26_01.log,
,oe_test_service_systemd-random-seed,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-random-seed/2023-08-08-00_29_43.log,
,oe_test_service_systemd-remount-fs,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-remount-fs/2023-08-08-00_30_26.log,
,oe_test_service_systemd-sysctl,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-sysctl/2023-08-08-00_32_09.log,
,oe_test_service_systemd-sysusers,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-sysusers/2023-08-08-00_32_42.log,
,oe_test_service_systemd-time-wait-sync,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-time-wait-sync/2023-08-08-00_34_25.log,
,oe_test_service_systemd-timedated,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-timedated/2023-08-08-00_33_18.log,
,oe_test_service_systemd-timesyncd,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-timesyncd/2023-08-08-00_33_52.log,
,oe_test_service_systemd-tmpfiles-clean,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-tmpfiles-clean/2023-08-08-00_34_59.log,
,oe_test_service_systemd-tmpfiles-setup,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-tmpfiles-setup/2023-08-08-00_35_44.log,
,oe_test_service_systemd-tmpfiles-setup-dev,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-tmpfiles-setup-dev/2023-08-08-00_35_10.log,
,oe_test_service_systemd-udev-settle,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-udev-settle/2023-08-08-00_36_34.log,
,oe_test_service_systemd-udev-trigger,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-udev-trigger/2023-08-08-00_37_08.log,
,oe_test_service_systemd-update-done,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-update-done/2023-08-08-00_37_22.log,
,oe_test_service_systemd-update-utmp,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-update-utmp/2023-08-08-00_38_01.log,
,oe_test_service_systemd-user-sessions,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-user-sessions/2023-08-08-00_38_35.log,
,oe_test_service_systemd-vconsole-setup,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_service_systemd-vconsole-setup/2023-08-08-00_39_08.log,
,oe_test_socket_systemd-coredump,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_socket_systemd-coredump/2023-08-08-00_41_07.log,
,oe_test_socket_systemd-initctl,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_socket_systemd-initctl/2023-08-08-00_41_40.log,
,oe_test_socket_systemd-journald,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_socket_systemd-journald/2023-08-08-00_43_24.log,
,oe_test_socket_systemd-journald-audit,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_socket_systemd-journald-audit/2023-08-08-00_42_14.log,
,oe_test_socket_systemd-udevd-control,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_socket_systemd-udevd-control/2023-08-08-00_47_01.log,
,oe_test_socket_systemd-udevd-kernel,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_socket_systemd-udevd-kernel/2023-08-08-00_47_37.log,
,oe_test_target_basic,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_basic/2023-08-08-00_48_12.log,
,oe_test_target_boot-complete,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_boot-complete/2023-08-08-00_48_46.log,
,oe_test_target_default,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_default/2023-08-08-00_50_17.log,
,oe_test_target_first-boot-complete,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_first-boot-complete/2023-08-08-01_12_43.log,
,oe_test_target_getty,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_getty/2023-08-08-00_51_46.log,
,oe_test_target_getty-pre,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_getty-pre/2023-08-08-00_51_11.log,
,oe_test_target_graphical,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_graphical/2023-08-08-00_52_21.log,
,oe_test_target_initrd-fs,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_initrd-fs/2023-08-08-00_53_25.log,
,oe_test_target_initrd-root-device,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_initrd-root-device/2023-08-08-00_54_01.log,
,oe_test_target_initrd-root-fs,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_initrd-root-fs/2023-08-08-00_54_36.log,
,oe_test_target_local-fs,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_local-fs/2023-08-08-00_55_53.log,
,oe_test_target_local-fs-pre,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_local-fs-pre/2023-08-08-00_55_41.log,
,oe_test_target_machines,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_machines/2023-08-08-00_56_27.log,
,oe_test_target_multi-user,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_multi-user/2023-08-08-00_57_02.log,
,oe_test_target_network,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_network/2023-08-08-00_58_22.log,
,oe_test_target_network-online,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_network-online/2023-08-08-00_57_36.log,
,oe_test_target_network-pre,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_network-pre/2023-08-08-00_58_10.log,
,oe_test_target_nss-lookup,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_nss-lookup/2023-08-08-00_58_35.log,
,oe_test_target_nss-user-lookup,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_nss-user-lookup/2023-08-08-00_58_47.log,
,oe_test_target_paths,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_paths/2023-08-08-00_58_59.log,
,oe_test_target_remote-fs,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_remote-fs/2023-08-08-01_00_42.log,
,oe_test_target_remote-fs-pre,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_remote-fs-pre/2023-08-08-01_00_29.log,
,oe_test_target_rescue,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_rescue/2023-08-08-01_01_16.log,
,oe_test_target_rpcbind,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_rpcbind/2023-08-08-01_01_50.log,
,oe_test_target_runlevel1,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_runlevel1/2023-08-08-01_02_13.log,
,oe_test_target_runlevel2,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_runlevel2/2023-08-08-01_02_48.log,
,oe_test_target_runlevel3,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_runlevel3/2023-08-08-01_03_22.log,
,oe_test_target_runlevel4,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_runlevel4/2023-08-08-01_03_55.log,
,oe_test_target_runlevel5,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_runlevel5/2023-08-08-01_04_29.log,
,oe_test_target_sigpwr,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_sigpwr/2023-08-08-01_05_23.log,
,oe_test_target_slices,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_slices/2023-08-08-01_06_07.log,
,oe_test_target_sockets,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_sockets/2023-08-08-01_06_41.log,
,oe_test_target_swap,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_swap/2023-08-08-01_07_34.log,
,oe_test_target_sysinit,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_sysinit/2023-08-08-01_08_08.log,
,oe_test_target_system-update,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_system-update/2023-08-08-01_08_54.log,
,oe_test_target_system-update-pre,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_system-update-pre/2023-08-08-01_08_42.log,
,oe_test_target_time-set,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_time-set/2023-08-08-01_10_03.log,
,oe_test_target_time-sync,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_time-sync/2023-08-08-01_10_15.log,
,oe_test_target_timers,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_timers/2023-08-08-01_09_29.log,
,oe_test_target_umount,fail,./oe-rv2309/mugen-riscv/logs/systemd/oe_test_target_umount/2023-08-08-01_10_27.log,
timedatex,oe_test_service_timedatex,fail,./oe-rv2309/mugen-riscv/logs/timedatex/oe_test_service_timedatex/2023-08-09-05_14_00.log,timedatex对应软件包未安装
tog-pegasus,oe_test_service_tog-pegasus,fail,./oe-rv2309/mugen-riscv/logs/tog-pegasus/oe_test_service_tog-pegasus/2023-08-08-12_02_40.log,2309中找不到tog-pegasus软件包
valgrind,oe_test_valgrind,fail,./oe-rv2309/mugen-riscv/logs/valgrind/oe_test_valgrind/2023-08-08-12_05_24.log,2309中找不到valgrind软件包和glibc-debuginfo软件包
