测试套/软件包名,测试用例名,状态,与2303对比,日志文件,原因
,oe_test_socket_virtproxyd,fail,09fail,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_socket_virtproxyd/2023-08-09-03:09:21.log,
,oe_test_socket_virtproxyd-admin,fail,09fail,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_socket_virtproxyd-admin/2023-08-09-03:07:32.log,
,oe_test_socket_virtproxyd-ro,fail,09fail,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_socket_virtproxyd-ro/2023-08-09-03:08:27.log,
,oe_test_socket_virtproxyd-tcp,fail,09fail,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_socket_virtproxyd-tcp/2023-08-09-03:10:15.log,
,oe_test_socket_virtproxyd-tls,fail,09fail,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_socket_virtproxyd-tls/2023-08-09-03:11:10.log,
,oe_test_socket_virtqemud,fail,09fail,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_socket_virtqemud/2023-08-09-03:13:57.log,
,oe_test_socket_virtqemud-admin,fail,09fail,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_socket_virtqemud-admin/2023-08-09-03:12:05.log,
,oe_test_socket_virtqemud-ro,fail,09fail,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_socket_virtqemud-ro/2023-08-09-03:13:00.log,
,oe_test_socket_virtsecretd,fail,09fail,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_socket_virtsecretd/2023-08-09-03:17:53.log,
,oe_test_socket_virtsecretd-admin,fail,09fail,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_socket_virtsecretd-admin/2023-08-09-03:14:53.log,
,oe_test_socket_virtsecretd-ro,fail,09fail,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_socket_virtsecretd-ro/2023-08-09-03:16:23.log,
,oe_test_socket_virtstoraged,fail,09fail,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_socket_virtstoraged/2023-08-09-03:22:44.log,
,oe_test_socket_virtstoraged-admin,fail,09fail,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_socket_virtstoraged-admin/2023-08-09-03:19:22.log,
,oe_test_socket_virtstoraged-ro,fail,09fail,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_socket_virtstoraged-ro/2023-08-09-03:21:03.log,
,oe_test_target_virt-guest-shutdown,fail,09fail,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_target_virt-guest-shutdown/2023-08-09-03:24:23.log,
,oe_test_socket_virtinterfaced-ro,fail,same/diff,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_socket_virtinterfaced-ro/2023-08-09-02:47:26.log,手动重测通过
,oe_test_socket_virtnetworkd-admin,fail,same/diff,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_socket_virtnetworkd-admin/2023-08-09-02:53:59.log,手动重测通过
,oe_test_service_libvirt-guests,success,same,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_service_libvirt-guests/2023-08-09-02:16:11.log,None
,oe_test_service_libvirtd,success,same,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_service_libvirtd/2023-08-09-02:13:49.log,None
,oe_test_service_virtinterfaced,success,same,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_service_virtinterfaced/2023-08-09-02:18:33.log,None
,oe_test_service_virtlockd,success,same,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_service_virtlockd/2023-08-09-02:20:53.log,None
,oe_test_service_virtlogd,success,same,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_service_virtlogd/2023-08-09-02:23:07.log,None
,oe_test_service_virtnetworkd,success,same,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_service_virtnetworkd/2023-08-09-02:25:46.log,None
,oe_test_service_virtnodedevd,success,same,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_service_virtnodedevd/2023-08-09-02:28:40.log,None
,oe_test_service_virtnwfilterd,success,same,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_service_virtnwfilterd/2023-08-09-02:31:05.log,None
,oe_test_service_virtproxyd,success,same,./oe-rv2309/mugen-riscv/logs/libvirt/oe_test_service_virtproxyd/2023-08-09-02:33:26.log,None
libxslt,oe_test_libxslt,success,same,./oe-rv2309/mugen-riscv/logs/libxslt/oe_test_libxslt/2023-08-09-05:03:15.log,None
lvm2,oe_test_lvm2_pvchange_001,fail,09fail,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_lvm2_pvchange_001/2023-08-09-03:30:44.log,mugen中suite2cases文档中无add disk信息，2303riscv为重测通过
,oe_test_lvm2_pvdisplay_001,fail,09fail,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_lvm2_pvdisplay_001/2023-08-09-03:28:56.log,mugen中suite2cases文档中无add disk信息，2303riscv为重测通过
,oe_test_lvm2_pvdisplay_002,fail,09fail,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_lvm2_pvdisplay_002/2023-08-09-03:26:48.log,mugen中suite2cases文档中无add disk信息，2303riscv为重测通过
,oe_test_lvm2_pvremove_001,fail,09fail,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_lvm2_pvremove_001/2023-08-09-03:22:22.log,mugen中suite2cases文档中无add disk信息，2303riscv为重测通过
,oe_test_lvm2_vgchange_001,fail,09fail,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_lvm2_vgchange_001/2023-08-09-03:31:22.log,mugen中suite2cases文档中无add disk信息，2303riscv为重测通过
,oe_test_lvm2_vgchange_002,fail,09fail,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_lvm2_vgchange_002/2023-08-09-03:35:32.log,mugen中suite2cases文档中无add disk信息，2303riscv为重测通过
,oe_test_lvm2_vgcreate_001,fail,09fail,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_lvm2_vgcreate_001/2023-08-09-03:25:49.log,mugen中suite2cases文档中无add disk信息，2303riscv为重测通过
,oe_test_lvm2_vgdisplay_001,fail,09fail,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_lvm2_vgdisplay_001/2023-08-09-03:27:29.log,mugen中suite2cases文档中无add disk信息，2303riscv为重测通过
,oe_test_lvm2_vgexport_001,fail,09fail,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_lvm2_vgexport_001/2023-08-09-03:34:37.log,mugen中suite2cases文档中无add disk信息，2303riscv为重测通过
,oe_test_lvm2_vgextend_001,fail,09fail,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_lvm2_vgextend_001/2023-08-09-03:33:20.log,mugen中suite2cases文档中无add disk信息，2303riscv为重测通过
,oe_test_lvm2_vgextend_002,fail,09fail,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_lvm2_vgextend_002/2023-08-09-03:32:23.log,mugen中suite2cases文档中无add disk信息，2303riscv为重测通过
,oe_test_lvm2_vgrename_001,fail,09fail,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_lvm2_vgrename_001/2023-08-09-03:28:14.log,mugen中suite2cases文档中无add disk信息，2303riscv为重测通过
,oe_test_lvm2_pvcreate_001,fail,diff,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_lvm2_pvcreate_001/2023-08-09-03:24:22.log,mugen中suite2cases文档中无add disk信息
,oe_test_lvm2_pvcreate_002,fail,diff,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_lvm2_pvcreate_002/2023-08-09-03:23:06.log,mugen中suite2cases文档中无add disk信息
,oe_test_lvm2_pvmove_001,fail,diff,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_lvm2_pvmove_001/2023-08-09-03:25:05.log,mugen中suite2cases文档中无add disk信息
,oe_test_lvm2_pvmove_002,fail,diff,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_lvm2_pvmove_002/2023-08-09-03:29:37.log,mugen中suite2cases文档中无add disk信息
,oe_test_lvm2_pvresize_001,fail,diff,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_lvm2_pvresize_001/2023-08-09-03:23:44.log,mugen中suite2cases文档中无add disk信息
,oe_test_service_lvmlockd,fail,same,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_service_lvmlockd/2023-08-09-03:18:27.log,oerv 缺失软件包 lvm2-locked
,oe_test_service_lvmlocks,fail,same,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_service_lvmlocks/2023-08-09-03:19:46.log,oerv 缺失软件包 lvm2-locked
,oe_test_service_lvm2-lvmpolld,success,03fail,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_service_lvm2-lvmpolld/2023-08-09-03:17:13.log,None
,oe_test_service_lvm2-monitor,success,03fail,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_service_lvm2-monitor/2023-08-09-03:17:48.log,None
,oe_test_service_blk-availability,success,same,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_service_blk-availability/2023-08-09-03:14:11.log,None
,oe_test_service_dm-event,success,same,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_service_dm-event/2023-08-09-03:14:52.log,None
,oe_test_service_lvm2-lvmdbusd,success,same,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_service_lvm2-lvmdbusd/2023-08-09-03:15:27.log,None
,oe_test_socket_dm-event,success,same,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_socket_dm-event/2023-08-09-03:21:06.log,None
,oe_test_socket_lvm2-lvmpolld,success,same,./oe-rv2309/mugen-riscv/logs/lvm2/oe_test_socket_lvm2-lvmpolld/2023-08-09-03:21:46.log,None
man-db,oe_test_service_man-db,success,same,./oe-rv2309/mugen-riscv/logs/man-db/oe_test_service_man-db/2023-08-09-04:25:02.log,None
,oe_test_service_man-db-cache-update,success,same,./oe-rv2309/mugen-riscv/logs/man-db/oe_test_service_man-db-cache-update/2023-08-09-04:24:43.log,None
,oe_test_service_man-db_01,success,same,./oe-rv2309/mugen-riscv/logs/man-db/oe_test_service_man-db_01/2023-08-09-04:25:21.log,None
mcstrans,oe_test_service_mcstrans,fail,same/diff,./oe-rv2309/mugen-riscv/logs/mcstrans/oe_test_service_mcstrans/2023-08-09-04:42:41.log,mcstransd.service 启动失败
,oe_test_service_mcstransd,fail,same/diff,./oe-rv2309/mugen-riscv/logs/mcstrans/oe_test_service_mcstransd/2023-08-09-04:41:12.log,mcstransd.service 启动失败
mysql,oe_test_service_mysql,fail,same,./oe-rv2309/mugen-riscv/logs/mysql/oe_test_service_mysql/2023-08-09-05:04:21.log,安装mysql软件包后，无法找到mysql.service
ntp,oe_test_service_ntp-wait,success,same,./oe-rv2309/mugen-riscv/logs/ntp/oe_test_service_ntp-wait/2023-08-09-04:19:36.log,None
,oe_test_service_ntpd,success,same,./oe-rv2309/mugen-riscv/logs/ntp/oe_test_service_ntpd/2023-08-09-04:17:59.log,None
,oe_test_service_ntpdate,success,same,./oe-rv2309/mugen-riscv/logs/ntp/oe_test_service_ntpdate/2023-08-09-04:16:05.log,None
,oe_test_service_sntp,success,same,./oe-rv2309/mugen-riscv/logs/ntp/oe_test_service_sntp/2023-08-09-04:21:23.log,None
oddjob,oe_test_service_oddjobd,success,same,./oe-rv2309/mugen-riscv/logs/oddjob/oe_test_service_oddjobd/2023-08-09-05:06:11.log,None
opensm,oe_test_service_opensm,success,same,./oe-rv2309/mugen-riscv/logs/opensm/oe_test_service_opensm/2023-08-09-05:07:09.log,None
pcre2,oe_test_pcre2grep,success,same,./oe-rv2309/mugen-riscv/logs/pcre2/oe_test_pcre2grep/2023-08-09-05:08:26.log,None
polkit,oe_test_service_polkit,fail,09fail,./oe-rv2309/mugen-riscv/logs/polkit/oe_test_service_polkit/2023-08-09-05:09:32.log,软件polkit未安装
psacct,oe_test_psacct,success,03fail,./oe-rv2309/mugen-riscv/logs/psacct/oe_test_psacct/2023-08-09-04:44:01.log,None
,oe_test_service_psacct,success,03fail,./oe-rv2309/mugen-riscv/logs/psacct/oe_test_service_psacct/2023-08-09-04:45:11.log,None
python-rtslib,oe_test_service_target,success,03fail,./oe-rv2309/mugen-riscv/logs/python-rtslib/oe_test_service_target/2023-08-09-05:10:40.log,None
qpdf,oe_test_qpdf_qpdf_01,fail,same,./oe-rv2309/mugen-riscv/logs/qpdf/oe_test_qpdf_qpdf_01/2023-08-09-03:34:35.log,mugen脚本编写问题，grep内容与输出不符
,oe_test_qpdf_qpdf_02,fail,same,./oe-rv2309/mugen-riscv/logs/qpdf/oe_test_qpdf_qpdf_02/2023-08-09-03:35:40.log,qpdf无法使用弱密码算法写入文件
,oe_test_qpdf_qpdf_03,fail,same,./oe-rv2309/mugen-riscv/logs/qpdf/oe_test_qpdf_qpdf_03/2023-08-09-03:36:48.log,qpdf无法使用弱密码算法写入文件
,oe_test_qpdf_qpdf_08,fail,same,./oe-rv2309/mugen-riscv/logs/qpdf/oe_test_qpdf_qpdf_08/2023-08-09-03:42:08.log,qpdf无法使用弱密码算法写入文件
,oe_test_qpdf_qpdf_10,fail,same,./oe-rv2309/mugen-riscv/logs/qpdf/oe_test_qpdf_qpdf_10/2023-08-09-03:44:10.log,mugen脚本编写问题，grep内容与输出不符
,oe_test_qpdf_qpdf_04,success,same,./oe-rv2309/mugen-riscv/logs/qpdf/oe_test_qpdf_qpdf_04/2023-08-09-03:38:01.log,None
,oe_test_qpdf_qpdf_05,success,same,./oe-rv2309/mugen-riscv/logs/qpdf/oe_test_qpdf_qpdf_05/2023-08-09-03:39:04.log,None
,oe_test_qpdf_qpdf_06,success,same,./oe-rv2309/mugen-riscv/logs/qpdf/oe_test_qpdf_qpdf_06/2023-08-09-03:40:07.log,None
,oe_test_qpdf_qpdf_07,success,same,./oe-rv2309/mugen-riscv/logs/qpdf/oe_test_qpdf_qpdf_07/2023-08-09-03:41:09.log,None
,oe_test_qpdf_qpdf_09,success,same,./oe-rv2309/mugen-riscv/logs/qpdf/oe_test_qpdf_qpdf_09/2023-08-09-03:43:11.log,None
,oe_test_qpdf_zlib-flate,success,same,./oe-rv2309/mugen-riscv/logs/qpdf/oe_test_qpdf_zlib-flate/2023-08-09-03:45:10.log,None
rng-tools,oe_test_service_rngd,fail,same,./oe-rv2309/mugen-riscv/logs/rng-tools/oe_test_service_rngd/2023-08-09-05:11:18.log,软件rng-tools未安装
rpmdevtools,oe_test_rpmdevtools_rpmdev-rmdevelrpms,fail,09fail,./oe-rv2309/mugen-riscv/logs/rpmdevtools/oe_test_rpmdevtools_rpmdev-rmdevelrpms/2023-08-09-04:09:56.log,软件yumdownloader行为异常，导致下载失败
,oe_test_rpmdevtools_rpmargs,fail,diff,./oe-rv2309/mugen-riscv/logs/rpmdevtools/oe_test_rpmdevtools_rpmargs/2023-08-09-04:08:00.log,软件yumdownloader行为异常，导致下载失败
,oe_test_rpmdevtools_rpmdev-wipetree,fail,same,./oe-rv2309/mugen-riscv/logs/rpmdevtools/oe_test_rpmdevtools_rpmdev-wipetree/2023-08-09-04:13:07.log,受 qemu 运行速度影响，手动重测通过
,oe_test_rpmdevtools_rpmdev-bumpspec,success,same,./oe-rv2309/mugen-riscv/logs/rpmdevtools/oe_test_rpmdevtools_rpmdev-bumpspec/2023-08-09-04:43:16.log,None
,oe_test_rpmdevtools_rpmdev-vercmp,success,same,./oe-rv2309/mugen-riscv/logs/rpmdevtools/oe_test_rpmdevtools_rpmdev-vercmp/2023-08-09-04:11:30.log,None
rpmlint,oe_test_rpmdiff,fail,09fail,./oe-rv2309/mugen-riscv/logs/rpmlint/oe_test_rpmdiff/2023-08-09-04:46:08.log,软件包安装时发生依赖错误
,oe_test_rpmlint,fail,09fail,./oe-rv2309/mugen-riscv/logs/rpmlint/oe_test_rpmlint/2023-08-09-04:47:09.log,软件包安装时发生依赖错误
squid,oe_test_service_squid,success,same,./oe-rv2309/mugen-riscv/logs/squid/oe_test_service_squid/2023-08-09-05:12:14.log,None
systemtap,oe_test_service_systemtap,fail,same/diff,./oe-rv2309/mugen-riscv/logs/systemtap/oe_test_service_systemtap/2023-08-09-04:31:20.log,x86 fail
,oe_test_service_stap-exporter,success,same,./oe-rv2309/mugen-riscv/logs/systemtap/oe_test_service_stap-exporter/2023-08-09-04:25:07.log,None
,oe_test_service_stap-server,success,same,./oe-rv2309/mugen-riscv/logs/systemtap/oe_test_service_stap-server/2023-08-09-04:26:53.log,None
tftp,oe_test_service_tftp,success,same,./oe-rv2309/mugen-riscv/logs/tftp/oe_test_service_tftp/2023-08-09-04:46:40.log,None
,oe_test_socket_tftp,success,same,./oe-rv2309/mugen-riscv/logs/tftp/oe_test_socket_tftp/2023-08-09-04:48:03.log,None
timedatex,oe_test_service_timedatex,fail,09fail,./oe-rv2309/mugen-riscv/logs/timedatex/oe_test_service_timedatex/2023-08-09-05:14:00.log,timedatex对应软件包未安装
usbmuxd,oe_test_service_usbmuxd,success,same,./oe-rv2309/mugen-riscv/logs/usbmuxd/oe_test_service_usbmuxd/2023-08-09-05:14:41.log,None
xz,oe_test_xz,success,same,./oe-rv2309/mugen-riscv/logs/xz/oe_test_xz/2023-08-09-03:40:07.log,None
,oe_test_xz_unxz_01,success,same,./oe-rv2309/mugen-riscv/logs/xz/oe_test_xz_unxz_01/2023-08-09-03:35:51.log,None
,oe_test_xz_unxz_02,success,same,./oe-rv2309/mugen-riscv/logs/xz/oe_test_xz_unxz_02/2023-08-09-03:36:17.log,None
,oe_test_xz_unxz_03,success,same,./oe-rv2309/mugen-riscv/logs/xz/oe_test_xz_unxz_03/2023-08-09-03:36:41.log,None
,oe_test_xz_unxz_04,success,same,./oe-rv2309/mugen-riscv/logs/xz/oe_test_xz_unxz_04/2023-08-09-03:37:06.log,None
,oe_test_xz_xz_01,success,same,./oe-rv2309/mugen-riscv/logs/xz/oe_test_xz_xz_01/2023-08-09-03:34:05.log,None
,oe_test_xz_xz_02,success,same,./oe-rv2309/mugen-riscv/logs/xz/oe_test_xz_xz_02/2023-08-09-03:34:33.log,None
,oe_test_xz_xz_03,success,same,./oe-rv2309/mugen-riscv/logs/xz/oe_test_xz_xz_03/2023-08-09-03:34:59.log,None
,oe_test_xz_xz_04,success,same,./oe-rv2309/mugen-riscv/logs/xz/oe_test_xz_xz_04/2023-08-09-03:35:25.log,None
,oe_test_xz_xzcat_01,success,same,./oe-rv2309/mugen-riscv/logs/xz/oe_test_xz_xzcat_01/2023-08-09-03:37:31.log,None
,oe_test_xz_xzcat_02,success,same,./oe-rv2309/mugen-riscv/logs/xz/oe_test_xz_xzcat_02/2023-08-09-03:37:56.log,None
,oe_test_xz_xzcat_03,success,same,./oe-rv2309/mugen-riscv/logs/xz/oe_test_xz_xzcat_03/2023-08-09-03:38:22.log,None
,oe_test_xz_xzcmp,success,same,./oe-rv2309/mugen-riscv/logs/xz/oe_test_xz_xzcmp/2023-08-09-03:38:49.log,None
,oe_test_xz_xzdec,success,same,./oe-rv2309/mugen-riscv/logs/xz/oe_test_xz_xzdec/2023-08-09-03:39:15.log,None
,oe_test_xz_xzdiff_01,success,same,./oe-rv2309/mugen-riscv/logs/xz/oe_test_xz_xzdiff_01/2023-08-09-03:39:41.log,None
,oe_test_xz_xzdiff_02,success,same,./oe-rv2309/mugen-riscv/logs/xz/oe_test_xz_xzdiff_02/2023-08-09-03:40:34.log,None
yajl,oe_test_yajl,fail,same/diff,./oe-rv2309/mugen-riscv/logs/yajl/oe_test_yajl/2023-08-09-05:16:44.log,x86 fail
ypserv,oe_test_service_yppasswdd,success,same,./oe-rv2309/mugen-riscv/logs/ypserv/oe_test_service_yppasswdd/2023-08-09-04:28:34.log,None
,oe_test_service_ypserv,success,same,./oe-rv2309/mugen-riscv/logs/ypserv/oe_test_service_ypserv/2023-08-09-04:30:33.log,None
,oe_test_service_ypxfrd,success,same,./oe-rv2309/mugen-riscv/logs/ypserv/oe_test_service_ypxfrd/2023-08-09-04:32:09.log,None
